-0.5752515, -1.848086, 4.629974
-0.5782761, -1.848067, 4.63318
-0.5834756, -1.849673, 4.637879
-0.5865031, -1.849603, 4.641114
-0.5866323, -1.84734, 4.642371
0.03315483, -1.382836, -1000
-0.6006691, -1.853035, 4.654384
-0.6008011, -1.850721, 4.65567
-0.600933, -1.848408, 4.656956
-0.6075959, -1.850864, 4.66278
-0.6113582, -1.851164, 4.666607
-0.6165739, -1.852486, 4.671464
-0.6167089, -1.850117, 4.672781
0.03315483, -1.382836, -1000
-0.6525731, -1.870702, 4.700483
-0.6527156, -1.868203, 4.701872
-0.6528582, -1.865704, 4.703261
-0.656635, -1.865749, 4.70723
-0.6567782, -1.863237, 4.708626
-0.6612845, -1.863746, 4.713136
-0.6650652, -1.863722, 4.717144
-0.6652101, -1.861181, 4.718556
-0.6689931, -1.861118, 4.722585
-0.6756887, -1.863, 4.728728
-0.6794753, -1.862873, 4.732793
-0.6796231, -1.860281, 4.734233
-0.6841403, -1.8606, 4.73885
-0.6886592, -1.860887, 4.743483
-0.6888088, -1.858263, 4.744941
-0.6889583, -1.85564, 4.746399
-0.697125, -1.858235, 4.753744
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
-0.7196128, -1.861541, 4.775871
-0.7197686, -1.858809, 4.77739
-0.7199244, -1.856077, 4.778908
-0.7251894, -1.856537, 4.784245
-0.7275364, -1.855146, 4.787414
-0.7298841, -1.853739, 4.790592
-0.730042, -1.850973, 4.79213
-0.7418875, -1.855332, 4.802488
-0.7544684, -1.860049, 4.813447
-0.761939, -1.861595, 4.820576
-0.7621033, -1.858715, 4.822176
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
-0.9427403, -1.872283, 5.006354
-0.9429408, -1.868767, 5.008308
-0.9431413, -1.865252, 5.010262
-0.950695, -1.865343, 5.0182
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
-1.486861, -1.927264, 5.554149
-1.487171, -1.921832, 5.557168
-1.487481, -1.9164, 5.560187
-1.515956, -1.920748, 5.588126
-1.554822, -1.928461, 5.625379
-1.555145, -1.922791, 5.62853
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
-1.586865, -1.91001, 5.668386
-1.566411, -1.897543, 5.652947
-1.566737, -1.891838, 5.656117
-1.556666, -1.882864, 5.649922
-1.55699, -1.877196, 5.653072
-1.557313, -1.871528, 5.656222
-1.547977, -1.862928, 5.650617
-1.548298, -1.857294, 5.653748
-1.538213, -1.848576, 5.647409
-1.519945, -1.837538, 5.633573
-1.520261, -1.832008, 5.636647
-1.510907, -1.823717, 5.63087
-1.511221, -1.818222, 5.633924
-1.511534, -1.812726, 5.636979
-1.493242, -1.802119, 5.622903
-1.493552, -1.79669, 5.625921
-1.484927, -1.788871, 5.62068
-1.485235, -1.783473, 5.623681
-1.476605, -1.775749, 5.618387
-1.467971, -1.768089, 5.613059
-1.468275, -1.762754, 5.616023
-1.451438, -1.753145, 5.602991
-1.451739, -1.747871, 5.605922
-1.434891, -1.738444, 5.592788
-1.418036, -1.729138, 5.579587
-1.41833, -1.723987, 5.58245
-1.418624, -1.718835, 5.585313
-1.418172, -1.713514, 5.587472
-1.418465, -1.708365, 5.590334
-1.410548, -1.701404, 5.585415
-1.41084, -1.696284, 5.588261
-1.411132, -1.691164, 5.591106
-1.403207, -1.68432, 5.586123
-1.403497, -1.679229, 5.588952
-1.403788, -1.674138, 5.591782
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
-0.5732222, -1.848738, 4.631356
-0.5762372, -1.848722, 4.634569
-0.5814198, -1.850333, 4.639279
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
-0.5927755, -1.849403, 4.65181
-0.5929063, -1.847111, 4.653084
-0.593037, -1.844818, 4.654358
-0.6025699, -1.849427, 4.662209
-0.6055961, -1.849212, 4.665532
-0.6057294, -1.846875, 4.666831
-0.6109285, -1.848197, 4.671701
-0.6248158, -1.855726, 4.682735
-0.6502927, -1.871434, 4.702036
-0.6504353, -1.868936, 4.703425
-0.6505777, -1.866437, 4.704813
-0.6528937, -1.865467, 4.707756
-0.6530366, -1.862959, 4.709149
-0.654629, -1.861461, 4.711584
-0.656947, -1.860454, 4.714546
-0.6570907, -1.857934, 4.715947
-0.6652116, -1.860874, 4.723122
-0.6733358, -1.863756, 4.73033
-0.6771104, -1.863633, 4.734403
-0.6772581, -1.861042, 4.735844
-0.6795834, -1.859907, 4.738877
-0.6840873, -1.860207, 4.743515
-0.6864148, -1.859033, 4.746571
-0.6865644, -1.856409, 4.748029
-0.6968837, -1.860439, 4.757002
0.03315483, -1.382836, -1000
-0.7102679, -1.863577, 4.769674
-0.7104223, -1.860869, 4.77118
-0.7105768, -1.85816, 4.772685
-0.7150942, -1.858224, 4.777455
-0.7152496, -1.8555, 4.778969
-0.7226796, -1.857343, 4.785954
-0.7250192, -1.855955, 4.789128
-0.7273598, -1.854551, 4.792311
-0.7275175, -1.851784, 4.793849
-0.7371402, -1.854817, 4.802575
-0.7445821, -1.856451, 4.809676
-0.752027, -1.858032, 4.816806
-0.7521898, -1.855178, 4.818392
-0.7698407, -1.862777, 4.833391
-0.770007, -1.859859, 4.835012
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
-0.9470588, -1.873466, 5.016464
-0.9472607, -1.869924, 5.018433
-0.9474628, -1.866381, 5.020401
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
0.03315483, -1.382836, -1000
-1.481904, -1.928858, 5.557524
-1.482214, -1.923425, 5.560544
-1.482524, -1.917993, 5.563562
-1.510907, -1.922371, 5.591564
-1.549647, -1.930124, 5.628902
-1.549971, -1.924453, 5.632053
0.03315483, -1.382836, -1000
-1.529915, -1.906181, 5.619784
-1.530234, -1.900585, 5.622894
-1.530553, -1.894988, 5.626004
-1.54123, -1.892747, 5.638463
-1.541551, -1.887113, 5.641594
-1.53151, -1.878199, 5.635335
-1.53183, -1.872603, 5.638445
